row_idx,subject_id,sentence_index,task_name,split_name,pickle_file,target_string,seq_len
6241,ZPH,42,task3-TSR-2.0,train,v1-task2-NR-ZPH-42.pickle,"Through his son Timothy Bush, Jr., who was also a blacksmith, descended two American Presidents -George H. W. Bush and George W. Bush.",21
6242,ZPH,43,task3-TSR-2.0,train,v1-task2-NR-ZPH-43.pickle,Bush was a soldier in the French and Indian Wars and a Captain in the American Revolution and is the great-great-great-great-great grandfather of president George W. Bush.,23
6243,ZPH,44,task3-TSR-2.0,train,v1-task2-NR-ZPH-44.pickle,"They had five children after which they relocated to Norwich, Vermont where Bush was a Captain of a militia company.",18
6244,ZPH,45,task3-TSR-2.0,train,v1-task2-NR-ZPH-45.pickle,"Anne Hutchinson (July 17, 1591 - August 20, 1643) was the unauthorized Puritan preacher of a dissident church discussion group, and pioneer in Rhode Island and the Bronx.",24
6245,ZPH,46,task3-TSR-2.0,train,v1-task2-NR-ZPH-46.pickle,"Eventually, John Winthrop decided to take Hutchinson out of power before her influence became too strong among the community's men.",16
6246,ZPH,47,task3-TSR-2.0,train,v1-task2-NR-ZPH-47.pickle,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,18
6247,ZPH,48,task3-TSR-2.0,train,v1-task2-NR-ZPH-48.pickle,"They founded the town of Portsmouth, Rhode Island.",5
6248,ZPH,49,task3-TSR-2.0,train,v1-task2-NR-ZPH-49.pickle,"At the age of 21, she married William Hutchinson.",8
6249,ZPH,5,task3-TSR-2.0,train,v1-task2-NR-ZPH-5.pickle,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland.",27
6250,ZPH,6,task3-TSR-2.0,train,v1-task2-NR-ZPH-6.pickle,"In the years between the wars, Henry Ford supported Adolf Hitler's Nazi regime.",12
6251,ZPH,7,task3-TSR-2.0,train,v1-task2-NR-ZPH-7.pickle,There is also some evidence that Henry Ford gave Adolf Hitler direct financial backing when Hitler was first starting out in politics.,19
6252,ZPH,8,task3-TSR-2.0,train,v1-task2-NR-ZPH-8.pickle,"This can in part be traced to statements from Kurt Ludecke, Germany's representative to the U.S. in the 1920s, and Winifred Wagner, daughter-in-law of Richard Wagner, who said they requested funds from Ford to aid the National Socialist movement in Germany.",33
6253,ZPH,9,task3-TSR-2.0,train,v1-task2-NR-ZPH-9.pickle,"Although Ford is often credited with the idea, contemporary sources indicate that the concept and its development came from employees Clarence Avery, Peter E. Martin, Charles E. Sorensen, and C.H.",24
6254,YAC,0,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-0.pickle,"Henry Ford, with his son Edsel, founded the Ford Foundation in 1936 as a local philanthropic organization with a broad charter to promote human welfare.",19
6255,YAC,1,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-1.pickle,"After this initial success, Ford left Edison Illuminating and, with other investors, formed the Detroit Automobile Company.",16
6256,YAC,10,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-10.pickle,"This can in part be traced to statements from Kurt Ludecke, Germany's representative to the U.S. in the 1920s, and Winifred Wagner, daughter-in-law of Richard Wagner, who said they requested funds from Ford to aid the National Socialist movement in Germany.",30
6257,YAC,100,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-100.pickle,"As their desire for wealth grows, they discard spiritual and creative values.",9
6258,YAC,101,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-101.pickle,"Their greed leads to distrust and dishonesty, and eventually the society crumbles.",9
6259,YAC,102,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-102.pickle,"In The Law of Civilisation and Decay (1895), Adams noted that as new population centers emerged in the west, centers of world trade shifted from Constantinople to Venice to Amsterdam to London.",24
6260,YAC,103,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-103.pickle,He predicted in America's Economic Supremacy (1900) that New York would become the world trade center.,13
6261,YAC,104,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-104.pickle,"She died from multiple strokes and lung cancer on November 6, 2004 in Tarzana, California at the age of 70.",16
6262,YAC,105,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-105.pickle,"During the 1940s, Coppola worked under Arturo Toscanini with the NBC Symphony Orchestra.",13
6263,YAC,106,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-106.pickle,He was the younger brother of actors Lionel and Ethel Barrymore and the grandfather of Drew Barrymore.,13
6264,YAC,107,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-107.pickle,"They had two children, Dolores Ethel Mae Barrymore and John Drew Barrymore (father of Drew Barrymore).",13
6265,YAC,108,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-108.pickle,"When she became pregnant, Barrymore proposed marriage.",7
6266,YAC,109,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-109.pickle,"But White intervened, and arranged for the still-teenaged Evelyn to undergo an operation for appendicitis.",12
6267,YAC,11,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-11.pickle,"Although Ford is often credited with the idea, contemporary sources indicate that the concept and its development came from employees Clarence Avery, Peter E. Martin, Charles E. Sorensen, and C.H. Wills.",24
6268,YAC,110,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-110.pickle,"White was later murdered by Nesbit's vengeful husband, Pittsburgh millionaire Harry K. Thaw.",12
6269,YAC,111,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-111.pickle,"His dying words were 'Die? I should say not, dear fellow'.",11
6270,YAC,112,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-112.pickle,"In 1964 she went to Reprise again, shifting the next year to Dot Records.",10
6271,YAC,113,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-113.pickle,No Barrymore would allow such a conventional thing to happen to him.,9
6272,YAC,114,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-114.pickle,"According to Errol Flynn's memoirs, film director Raoul Walsh 'borrowed' Barrymore's body after the funeral, and left his corpse propped in a chair for a drunken Flynn to discover when he returned home from The Cock and Bull bar.",30
6273,YAC,115,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-115.pickle,Other accounts of this classic Hollywood tale substitute actor Peter Lorre in the place of Walsh.,8
6274,YAC,116,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-116.pickle,He is also notable in that he is the great great great grandfather of President George W. Bush through his son Reverend James Smith Bush.,15
6275,YAC,117,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-117.pickle,"He left home during the War of 1812 amd married in Rochester on November 8, 1821, Harriet Smith the daughter of Dr. Sanford Smith and Priscilla Whipple Smith.",17
6276,YAC,118,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-118.pickle,He and his wife had seven children.,5
6277,YAC,119,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-119.pickle,"With the aid of an aunt, the young Clampett designed the first Mickey Mouse dolls for Walt Disney.",14
6278,YAC,12,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-12.pickle,Henry Ford advocated long-time associate Harry Bennett to take the spot.,11
6279,YAC,120,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-120.pickle,She was a researcher and reporter at Thames Television [1980 to 1983].,8
6280,YAC,121,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-121.pickle,"After two years of toiling in California he began passage home, by ship, to retrieve his family in New York.",13
6281,YAC,122,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-122.pickle,"He died, however, aboard ship and was given a sea burial.",7
6282,YAC,123,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-123.pickle,"He was an African-American jazz trumpeter, bandleader, singer, and composer.",8
6283,YAC,124,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-124.pickle,"In 1962, Clampett created an animated version of the show called Beany and Cecil, which ran on ABC for five years.",15
6284,YAC,125,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-125.pickle,The business was dissolved in 1834 due to the difficulties in placing Long's locomotive designs into production.,11
6285,YAC,126,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-126.pickle,"In 1814, he was commissioned a lieutenant of engineers in the United States Army.",9
6286,YAC,127,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-127.pickle,"In March 1819 he married Martha Hodgkins of Philadelphia, Pennsylvania.",8
6287,YAC,128,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-128.pickle,"The following month, as a brevet major in the U.S. Army, he was appointed to lead an expedition through the American West, in areas acquired in the Louisiana Purchase.",20
6288,YAC,129,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-129.pickle,"The specific purpose of the voyage was to the find the sources of the Platte, Arkansas, and Red rivers.",11
6289,YAC,13,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-13.pickle,"Edsel's widow Eleanor, who had inherited Edsel's voting stock, wanted her son Henry Ford II to take over the position.",16
6290,YAC,130,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-130.pickle,"For a time in the summer of 1823, his expedition was joined by Italian explorer Giacomo Beltrami.",13
6291,YAC,131,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-131.pickle,She is the well-meaning and patient wife of Homer.,5
6292,YAC,132,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-132.pickle,"Her most notable physical feature is her blue hair, styled into an improbably high beehive.",12
6293,YAC,133,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-133.pickle,"It was once mentioned, by Homer, that she actually dyes her hair blue, as she's been gray as a mule since seventeen.",14
6294,YAC,134,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-134.pickle,"With a few exceptions, Marge spends most of her time tending to housework, minding Maggie, being supportive of Lisa, and either disciplining Bart or defending him from Homer's rage.",21
6295,YAC,135,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-135.pickle,"She was named after Margaret Marge Groening, mother of Matt Groening, creator of The Simpsons.",11
6296,YAC,136,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-136.pickle,"Her father, a former flight attendant (air steward), is deceased, although when or how this occurred has not been explained.",14
6297,YAC,137,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-137.pickle,"Her disapproving mother, Jacqueline, lives on but is rarely seen.",7
6298,YAC,138,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-138.pickle,"All members of the Bouvier family (except, of course, Marge) smoke heavily and have gruff voices and sarcastic, snarky demeanours.",14
6299,YAC,139,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-139.pickle,None of the other Bouvier family members approves of Marge's marriage to Homer.,10
6300,YAC,140,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-140.pickle,"His behaviour is often oafish, clumsy, and insensitive, but he still remains lovable.",9
6301,YAC,141,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-141.pickle,Over the years he has become one of the notable dads in television and the possible template for most bumbling albeit well-meaning fathers.,16
6302,YAC,142,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-142.pickle,"He spends a great deal of his time at Moe's Tavern with his lifelong friends Barney, Carl, Lenny, and bartender Moe.",15
6303,YAC,143,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-143.pickle,"He has rage issues and has been physically and violently abusive, often towards his son, whom he has strangled and even struck on numerous occasions.",16
6304,YAC,144,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-144.pickle,"Four months later, he was killed by a German sniper in World War II.",11
6305,YAC,145,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-145.pickle,"He was also the father of 3 children, including actress Drew Barrymore.",8
6306,YAC,146,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-146.pickle,"His parents divorced when John was around 6 years old in 1935, but he claimed (most likely fallaciously) to have met his father only once.",16
6307,YAC,147,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-147.pickle,"John ran away at age 17 and signed a film contract, but he repeatedly abandoned leading roles and had no major film career.",15
6308,YAC,148,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-148.pickle,"He was cremated, and the ashes were interred in the Eden Memorial Park Cemetery in Mission Hills, Los Angeles, California.",14
6309,YAC,149,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-149.pickle,"Aged 86 at death, Groucho was the longest-lived of all the Marx brothers, though younger brother Zeppo survived him by two years.",16
6310,YAC,15,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-15.pickle,"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William.",31
6311,YAC,150,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-150.pickle,Groucho did a German accent.,5
6312,YAC,151,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-151.pickle,"He was the best-known of modern Brazilian writers, with his work translated into some 30 languages and popularized in film, notably Dona Flor and her Two Husbands in 1978.",19
6313,YAC,152,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-152.pickle,"In this year, he released his first book, O País do Carnaval.",9
6314,YAC,153,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-153.pickle,"Marvin Pierce Bush (born October 22, 1956) is the youngest son of George H. W. Bush and Barbara Pierce, and brother of George W., John (Jeb), Neil and Dorothy.",24
6315,YAC,154,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-154.pickle,He is named for his maternal grandfather.,6
6316,YAC,155,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-155.pickle,He became a banker in Boston and was active in the local Democratic Party.,9
6317,YAC,156,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-156.pickle,HCC is a publicly traded insurance company on the New York Stock Exchange.,10
6318,YAC,157,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-157.pickle,"During his seventh-grade school year, Coltrane experienced three deaths in his close-knit family; he lost his aunt, his grandfather, and his father.",18
6319,YAC,158,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-158.pickle,Coltrane began playing music and practicing obsessively at about this time.,9
6320,YAC,159,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-159.pickle,"Though he was active before 1955, his prime years were between 1955 and 1967, during which time he reshaped modern jazz and influenced generations of other musicians.",22
6321,YAC,16,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-16.pickle,He is of three quarters Irish and one quarter French descent.,10
6322,YAC,160,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-160.pickle,"He passed away from liver disease in his home in Dix Hills, New York.",10
6323,YAC,161,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-161.pickle,Jon is known in the NBA because of the courage and determination he shows on defense and in the clutch time.,15
6324,YAC,162,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-162.pickle,He is a sharp shooter from the three point range and also a very accurate free throw shooter.,12
6325,YAC,163,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-163.pickle,His nickname is Johnny B. Goode.,4
6326,YAC,164,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-164.pickle,Shortly afterwards he retired from the Army as a brevet major.,8
6327,YAC,165,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-165.pickle,"In 1874, at the age of 23, Gifford was a Lieutenant in the 2nd Battalion, 24th Foot (later the South Wales Borderers), British Army during the First Ashanti Expedition, when the following deed took place for which he was awarded the Victoria Cross:",27
6328,YAC,167,task3-TSR-2.0,train,v2-task2-NR-2.0-YAC-167.pickle,"He graduated and practiced law in a small firm which folded, then moved on to the firm of Rosenman, Colin, Kaye, Petschek and Freund, which had CBS Records as a client.",20
